file_name,Usage,label
2784.png,Private,Antbird
2785.png,Private,Bird of prey
2786.png,Public,Other non-passerine bird
2787.png,Public,Other non-passerine bird
2788.png,Private,Other non-passerine bird
2789.png,Public,Flycatcher
2790.png,Private,Nocturnal bird
2791.png,Public,Water-associated bird
2792.png,Public,Flycatcher
2793.png,Private,Water-associated bird
2794.png,Public,Other non-passerine bird
2795.png,Private,Antbird
2796.png,Private,Water-associated bird
2797.png,Public,Parrot
2798.png,Public,Flycatcher
2799.png,Private,Antbird
2800.png,Public,Other non-passerine bird
2801.png,Public,Flycatcher
2802.png,Public,Flycatcher
2803.png,Private,Tanager
2804.png,Public,Flycatcher
2805.png,Public,Other non-passerine bird
2806.png,Public,Parrot
2807.png,Public,Other non-passerine bird
2808.png,Public,Nocturnal bird
2809.png,Private,Other non-passerine bird
2810.png,Private,Other non-passerine bird
2811.png,Private,Parrot
2812.png,Private,Other non-passerine bird
2813.png,Private,Tanager
2814.png,Public,Water-associated bird
2815.png,Private,Antbird
2816.png,Public,Flycatcher
2817.png,Private,Water-associated bird
2818.png,Public,Ground bird
2819.png,Public,Other non-passerine bird
2820.png,Public,Water-associated bird
2821.png,Public,Nocturnal bird
2822.png,Private,Water-associated bird
2823.png,Public,Other non-passerine bird
2824.png,Public,Flycatcher
2825.png,Private,Other non-passerine bird
2826.png,Private,Parrot
2827.png,Private,Flycatcher
2828.png,Private,Nocturnal bird
2829.png,Public,Flycatcher
2830.png,Public,Other non-passerine bird
2831.png,Private,Nocturnal bird
2832.png,Private,Flycatcher
2833.png,Public,Parrot
2834.png,Public,Flycatcher
2835.png,Public,Other non-passerine bird
2836.png,Public,Other non-passerine bird
2837.png,Private,Other non-passerine bird
2838.png,Public,Other non-passerine bird
2839.png,Public,Parrot
2840.png,Private,Other non-passerine bird
2841.png,Private,Flycatcher
2842.png,Private,Flycatcher
2843.png,Public,Other non-passerine bird
2844.png,Public,Other non-passerine bird
2845.png,Public,Bird of prey
2846.png,Private,Other non-passerine bird
2847.png,Public,Flycatcher
2848.png,Private,Parrot
2849.png,Private,Other non-passerine bird
2850.png,Private,Other non-passerine bird
2851.png,Public,Nocturnal bird
2852.png,Private,Other non-passerine bird
2853.png,Private,Other non-passerine bird
2854.png,Public,Flycatcher
2855.png,Private,Flycatcher
2856.png,Private,Other non-passerine bird
2857.png,Public,Other non-passerine bird
2858.png,Private,Flycatcher
2859.png,Public,Other non-passerine bird
2860.png,Public,Other non-passerine bird
2861.png,Private,Nocturnal bird
2862.png,Public,Tanager
2863.png,Public,Tanager
2864.png,Public,Water-associated bird
2865.png,Public,Other non-passerine bird
2866.png,Private,Flycatcher
2867.png,Public,Tanager
2868.png,Public,Parrot
2869.png,Private,Flycatcher
2870.png,Private,Nocturnal bird
2871.png,Public,Other non-passerine bird
2872.png,Public,Parrot
2873.png,Public,Water-associated bird
2874.png,Public,Bird of prey
2875.png,Public,Flycatcher
2876.png,Public,Antbird
2877.png,Public,Ground bird
2878.png,Private,Flycatcher
2879.png,Private,Tanager
2880.png,Private,Flycatcher
2881.png,Public,Tanager
2882.png,Public,Flycatcher
2883.png,Private,Bird of prey
2884.png,Private,Nocturnal bird
2885.png,Public,Ground bird
2886.png,Public,Other non-passerine bird
2887.png,Public,Other non-passerine bird
2888.png,Private,Nocturnal bird
2889.png,Public,Nocturnal bird
2890.png,Private,Tanager
2891.png,Private,Flycatcher
2892.png,Private,Flycatcher
2893.png,Public,Water-associated bird
2894.png,Public,Other non-passerine bird
2895.png,Private,Flycatcher
2896.png,Public,Flycatcher
2897.png,Private,Other non-passerine bird
2898.png,Public,Antbird
2899.png,Public,Water-associated bird
2900.png,Private,Flycatcher
2901.png,Public,Nocturnal bird
2902.png,Private,Flycatcher
2903.png,Public,Other non-passerine bird
2904.png,Private,Flycatcher
2905.png,Public,Other non-passerine bird
2906.png,Public,Other non-passerine bird
2907.png,Public,Other non-passerine bird
2908.png,Private,Flycatcher
2909.png,Private,Ground bird
2910.png,Private,Other non-passerine bird
2911.png,Public,Other non-passerine bird
2912.png,Public,Bird of prey
2913.png,Private,Tanager
2914.png,Private,Parrot
2915.png,Public,Other non-passerine bird
2916.png,Public,Flycatcher
2917.png,Private,Nocturnal bird
2918.png,Private,Flycatcher
2919.png,Public,Flycatcher
2920.png,Private,Bird of prey
2921.png,Public,Antbird
2922.png,Private,Other non-passerine bird
2923.png,Public,Nocturnal bird
2924.png,Private,Nocturnal bird
2925.png,Private,Flycatcher
2926.png,Public,Flycatcher
2927.png,Public,Flycatcher
2928.png,Public,Tanager
2929.png,Private,Nocturnal bird
2930.png,Public,Other non-passerine bird
2931.png,Public,Other non-passerine bird
2932.png,Public,Other non-passerine bird
2933.png,Public,Flycatcher
2934.png,Private,Other non-passerine bird
2935.png,Public,Other non-passerine bird
2936.png,Private,Ground bird
2937.png,Private,Tanager
2938.png,Public,Nocturnal bird
2939.png,Private,Parrot
2940.png,Private,Flycatcher
2941.png,Public,Flycatcher
2942.png,Private,Flycatcher
2943.png,Public,Ground bird
2944.png,Public,Other non-passerine bird
2945.png,Public,Ground bird
2946.png,Private,Water-associated bird
2947.png,Public,Other non-passerine bird
2948.png,Public,Tanager
2949.png,Public,Antbird
2950.png,Public,Bird of prey
2951.png,Public,Other non-passerine bird
2952.png,Private,Flycatcher
2953.png,Public,Parrot
2954.png,Private,Ground bird
2955.png,Private,Flycatcher
2956.png,Private,Flycatcher
2957.png,Private,Tanager
2958.png,Private,Bird of prey
2959.png,Public,Bird of prey
2960.png,Private,Flycatcher
2961.png,Public,Antbird
2962.png,Private,Other non-passerine bird
2963.png,Public,Tanager
2964.png,Private,Nocturnal bird
2965.png,Public,Other non-passerine bird
2966.png,Private,Flycatcher
2967.png,Public,Bird of prey
2968.png,Private,Antbird
2969.png,Public,Other non-passerine bird
2970.png,Public,Bird of prey
2971.png,Public,Other non-passerine bird
2972.png,Private,Water-associated bird
2973.png,Public,Bird of prey
2974.png,Private,Water-associated bird
2975.png,Private,Antbird
2976.png,Public,Flycatcher
2977.png,Public,Water-associated bird
2978.png,Private,Flycatcher
2979.png,Private,Ground bird
2980.png,Public,Ground bird
2981.png,Private,Flycatcher
2982.png,Private,Other non-passerine bird
2983.png,Private,Other non-passerine bird
2984.png,Public,Other non-passerine bird
2985.png,Private,Tanager
2986.png,Private,Antbird
2987.png,Public,Tanager
2988.png,Private,Other non-passerine bird
2989.png,Private,Other non-passerine bird
2990.png,Public,Water-associated bird
2991.png,Private,Bird of prey
2992.png,Private,Parrot
2993.png,Public,Flycatcher
2994.png,Private,Other non-passerine bird
2995.png,Private,Flycatcher
2996.png,Public,Antbird
2997.png,Private,Antbird
2998.png,Public,Nocturnal bird
2999.png,Public,Antbird
3000.png,Private,Flycatcher
3001.png,Private,Other non-passerine bird
3002.png,Public,Flycatcher
3003.png,Public,Other non-passerine bird
3004.png,Private,Tanager
3005.png,Private,Antbird
3006.png,Private,Antbird
3007.png,Public,Other non-passerine bird
3008.png,Public,Antbird
3009.png,Public,Flycatcher
3010.png,Public,Flycatcher
3011.png,Public,Water-associated bird
3012.png,Public,Flycatcher
3013.png,Private,Parrot
3014.png,Private,Tanager
3015.png,Public,Other non-passerine bird
3016.png,Public,Other non-passerine bird
3017.png,Public,Flycatcher
3018.png,Private,Other non-passerine bird
3019.png,Public,Bird of prey
3020.png,Public,Bird of prey
3021.png,Public,Flycatcher
3022.png,Public,Nocturnal bird
3023.png,Public,Flycatcher
3024.png,Private,Flycatcher
3025.png,Public,Flycatcher
3026.png,Private,Antbird
3027.png,Public,Other non-passerine bird
3028.png,Private,Other non-passerine bird
3029.png,Private,Nocturnal bird
3030.png,Public,Flycatcher
3031.png,Private,Antbird
3032.png,Public,Flycatcher
3033.png,Public,Other non-passerine bird
3034.png,Public,Other non-passerine bird
3035.png,Public,Water-associated bird
3036.png,Public,Other non-passerine bird
3037.png,Public,Antbird
3038.png,Private,Water-associated bird
3039.png,Public,Flycatcher
3040.png,Private,Flycatcher
3041.png,Private,Antbird
3042.png,Public,Antbird
3043.png,Private,Antbird
3044.png,Private,Antbird
3045.png,Public,Antbird
3046.png,Public,Antbird
3047.png,Public,Tanager
3048.png,Public,Antbird
3049.png,Public,Flycatcher
3050.png,Public,Nocturnal bird
3051.png,Private,Flycatcher
3052.png,Public,Tanager
3053.png,Public,Other non-passerine bird
3054.png,Public,Antbird
3055.png,Public,Other non-passerine bird
3056.png,Private,Flycatcher
3057.png,Public,Other non-passerine bird
3058.png,Public,Water-associated bird
3059.png,Private,Bird of prey
3060.png,Private,Flycatcher
3061.png,Public,Tanager
3062.png,Private,Other non-passerine bird
3063.png,Private,Bird of prey
3064.png,Private,Flycatcher
3065.png,Private,Antbird
3066.png,Private,Nocturnal bird
3067.png,Private,Other non-passerine bird
3068.png,Private,Other non-passerine bird
3069.png,Private,Flycatcher
3070.png,Private,Flycatcher
3071.png,Public,Nocturnal bird
3072.png,Public,Other non-passerine bird
3073.png,Private,Antbird
3074.png,Public,Antbird
3075.png,Public,Other non-passerine bird
3076.png,Private,Other non-passerine bird
3077.png,Public,Flycatcher
3078.png,Private,Flycatcher
3079.png,Public,Antbird
3080.png,Public,Flycatcher
3081.png,Public,Flycatcher
3082.png,Public,Water-associated bird
3083.png,Public,Flycatcher
3084.png,Public,Flycatcher
3085.png,Public,Flycatcher
3086.png,Public,Other non-passerine bird
3087.png,Private,Other non-passerine bird
3088.png,Private,Flycatcher
3089.png,Private,Other non-passerine bird
3090.png,Private,Other non-passerine bird
3091.png,Public,Flycatcher
3092.png,Public,Nocturnal bird
3093.png,Public,Other non-passerine bird
3094.png,Private,Ground bird
3095.png,Private,Flycatcher
3096.png,Private,Flycatcher
3097.png,Public,Antbird
3098.png,Private,Bird of prey
3099.png,Public,Bird of prey
3100.png,Public,Flycatcher
3101.png,Private,Water-associated bird
3102.png,Public,Other non-passerine bird
3103.png,Private,Flycatcher
3104.png,Public,Water-associated bird
3105.png,Private,Other non-passerine bird
3106.png,Public,Flycatcher
3107.png,Public,Flycatcher
3108.png,Public,Other non-passerine bird
3109.png,Private,Flycatcher
3110.png,Public,Flycatcher
3111.png,Public,Flycatcher
3112.png,Private,Parrot
3113.png,Public,Flycatcher
3114.png,Private,Flycatcher
3115.png,Private,Flycatcher
3116.png,Private,Water-associated bird
3117.png,Public,Water-associated bird
3118.png,Public,Bird of prey
3119.png,Private,Other non-passerine bird
3120.png,Public,Parrot
3121.png,Private,Bird of prey
3122.png,Public,Bird of prey
3123.png,Public,Other non-passerine bird
3124.png,Private,Other non-passerine bird
3125.png,Public,Water-associated bird
3126.png,Public,Water-associated bird
3127.png,Public,Water-associated bird
3128.png,Private,Flycatcher
3129.png,Private,Bird of prey
3130.png,Public,Antbird
3131.png,Public,Flycatcher
3132.png,Public,Flycatcher
3133.png,Public,Ground bird
3134.png,Public,Water-associated bird
3135.png,Public,Tanager
3136.png,Private,Bird of prey
3137.png,Private,Water-associated bird
3138.png,Public,Flycatcher
3139.png,Public,Water-associated bird
3140.png,Private,Water-associated bird
3141.png,Private,Flycatcher
3142.png,Public,Antbird
3143.png,Private,Tanager
3144.png,Public,Tanager
3145.png,Public,Other non-passerine bird
3146.png,Private,Nocturnal bird
3147.png,Public,Other non-passerine bird
3148.png,Public,Other non-passerine bird
3149.png,Public,Other non-passerine bird
3150.png,Public,Other non-passerine bird
3151.png,Private,Other non-passerine bird
3152.png,Private,Water-associated bird
3153.png,Public,Water-associated bird
3154.png,Private,Parrot
3155.png,Public,Flycatcher
3156.png,Private,Water-associated bird
3157.png,Private,Flycatcher
3158.png,Private,Flycatcher
3159.png,Private,Flycatcher
3160.png,Public,Parrot
3161.png,Private,Water-associated bird
3162.png,Public,Nocturnal bird
3163.png,Private,Water-associated bird
3164.png,Public,Water-associated bird
3165.png,Private,Other non-passerine bird
3166.png,Public,Other non-passerine bird
3167.png,Private,Parrot
3168.png,Public,Flycatcher
3169.png,Private,Other non-passerine bird
3170.png,Private,Ground bird
3171.png,Public,Water-associated bird
3172.png,Public,Other non-passerine bird
3173.png,Public,Other non-passerine bird
3174.png,Public,Other non-passerine bird
3175.png,Public,Tanager
3176.png,Private,Nocturnal bird
3177.png,Public,Tanager
3178.png,Public,Antbird
3179.png,Private,Tanager
3180.png,Public,Tanager
3181.png,Public,Tanager
3182.png,Private,Parrot
3183.png,Public,Tanager
3184.png,Private,Flycatcher
3185.png,Public,Other non-passerine bird
3186.png,Public,Antbird
3187.png,Public,Water-associated bird
3188.png,Public,Tanager
3189.png,Public,Flycatcher
3190.png,Public,Flycatcher
3191.png,Public,Water-associated bird
3192.png,Public,Bird of prey
3193.png,Public,Flycatcher
3194.png,Private,Bird of prey
3195.png,Private,Water-associated bird
3196.png,Public,Tanager
3197.png,Public,Tanager
3198.png,Public,Other non-passerine bird
3199.png,Private,Other non-passerine bird
3200.png,Private,Antbird
3201.png,Private,Other non-passerine bird
3202.png,Public,Parrot
3203.png,Public,Flycatcher
3204.png,Public,Ground bird
3205.png,Private,Flycatcher
3206.png,Public,Antbird
3207.png,Public,Tanager
3208.png,Public,Bird of prey
3209.png,Private,Antbird
3210.png,Private,Tanager
3211.png,Public,Ground bird
3212.png,Private,Tanager
3213.png,Private,Tanager
3214.png,Public,Other non-passerine bird
3215.png,Private,Tanager
3216.png,Public,Nocturnal bird
3217.png,Public,Tanager
3218.png,Private,Tanager
3219.png,Private,Tanager
3220.png,Public,Parrot
3221.png,Public,Parrot
3222.png,Private,Parrot
3223.png,Public,Parrot
3224.png,Private,Water-associated bird
3225.png,Public,Water-associated bird
3226.png,Private,Nocturnal bird
3227.png,Private,Parrot
3228.png,Private,Water-associated bird
3229.png,Private,Other non-passerine bird
3230.png,Private,Ground bird
3231.png,Public,Ground bird
3232.png,Public,Water-associated bird
3233.png,Public,Water-associated bird
3234.png,Private,Other non-passerine bird
3235.png,Private,Other non-passerine bird
3236.png,Public,Other non-passerine bird
3237.png,Public,Other non-passerine bird
3238.png,Private,Bird of prey
3239.png,Public,Nocturnal bird
3240.png,Private,Other non-passerine bird
3241.png,Private,Other non-passerine bird
3242.png,Private,Other non-passerine bird
3243.png,Public,Other non-passerine bird
3244.png,Private,Parrot
3245.png,Public,Parrot
3246.png,Public,Bird of prey
3247.png,Public,Parrot
3248.png,Private,Parrot
3249.png,Private,Parrot
3250.png,Public,Bird of prey
3251.png,Public,Other non-passerine bird
3252.png,Private,Other non-passerine bird
3253.png,Public,Water-associated bird
3254.png,Private,Water-associated bird
3255.png,Private,Water-associated bird
3256.png,Private,Water-associated bird
3257.png,Public,Nocturnal bird
3258.png,Private,Other non-passerine bird
3259.png,Public,Parrot
3260.png,Private,Flycatcher
3261.png,Public,Flycatcher
3262.png,Private,Tanager
3263.png,Public,Flycatcher
3264.png,Public,Parrot
3265.png,Public,Parrot
3266.png,Private,Antbird
3267.png,Public,Tanager
3268.png,Public,Ground bird
3269.png,Public,Water-associated bird
3270.png,Private,Flycatcher
3271.png,Public,Parrot
3272.png,Private,Flycatcher
3273.png,Public,Ground bird
3274.png,Public,Flycatcher
3275.png,Public,Tanager
3276.png,Private,Other non-passerine bird
3277.png,Private,Bird of prey
3278.png,Public,Other non-passerine bird
3279.png,Public,Other non-passerine bird
3280.png,Public,Antbird
3281.png,Private,Other non-passerine bird
3282.png,Public,Flycatcher
3283.png,Public,Flycatcher
3284.png,Private,Flycatcher
3285.png,Private,Bird of prey
3286.png,Private,Other non-passerine bird
3287.png,Public,Parrot
3288.png,Private,Parrot
3289.png,Private,Parrot
3290.png,Public,Parrot
3291.png,Private,Parrot
3292.png,Private,Antbird
3293.png,Public,Antbird
3294.png,Private,Nocturnal bird
3295.png,Private,Other non-passerine bird
3296.png,Public,Ground bird
3297.png,Private,Bird of prey
3298.png,Public,Other non-passerine bird
3299.png,Private,Tanager
3300.png,Private,Other non-passerine bird
3301.png,Private,Tanager
3302.png,Private,Nocturnal bird
3303.png,Public,Parrot
3304.png,Private,Tanager
3305.png,Public,Tanager
3306.png,Public,Flycatcher
3307.png,Public,Other non-passerine bird
3308.png,Private,Ground bird
3309.png,Private,Other non-passerine bird
3310.png,Public,Other non-passerine bird
3311.png,Private,Other non-passerine bird
3312.png,Private,Flycatcher
3313.png,Public,Tanager
3314.png,Private,Other non-passerine bird
3315.png,Private,Flycatcher
3316.png,Private,Tanager
3317.png,Private,Nocturnal bird
3318.png,Public,Flycatcher
3319.png,Public,Other non-passerine bird
3320.png,Public,Water-associated bird
3321.png,Private,Water-associated bird
3322.png,Public,Other non-passerine bird
3323.png,Public,Nocturnal bird
3324.png,Private,Nocturnal bird
3325.png,Private,Parrot
3326.png,Private,Flycatcher
3327.png,Public,Tanager
3328.png,Public,Water-associated bird
3329.png,Private,Antbird
3330.png,Public,Antbird
3331.png,Public,Other non-passerine bird
3332.png,Public,Ground bird
3333.png,Public,Flycatcher
3334.png,Public,Antbird
3335.png,Private,Tanager
3336.png,Private,Nocturnal bird
3337.png,Private,Nocturnal bird
3338.png,Private,Ground bird
3339.png,Private,Bird of prey
3340.png,Public,Tanager
3341.png,Private,Flycatcher
3342.png,Public,Other non-passerine bird
3343.png,Public,Nocturnal bird
3344.png,Private,Tanager
3345.png,Public,Antbird
3346.png,Public,Flycatcher
3347.png,Private,Nocturnal bird
3348.png,Public,Ground bird
3349.png,Public,Parrot
3350.png,Private,Other non-passerine bird
3351.png,Private,Water-associated bird
3352.png,Public,Flycatcher
3353.png,Public,Flycatcher
3354.png,Private,Ground bird
3355.png,Public,Tanager
3356.png,Private,Water-associated bird
3357.png,Private,Ground bird
3358.png,Public,Bird of prey
3359.png,Public,Other non-passerine bird
3360.png,Public,Other non-passerine bird
3361.png,Public,Ground bird
3362.png,Public,Flycatcher
3363.png,Public,Antbird
3364.png,Public,Flycatcher
3365.png,Private,Other non-passerine bird
3366.png,Private,Nocturnal bird
3367.png,Public,Antbird
3368.png,Public,Other non-passerine bird
3369.png,Public,Ground bird
3370.png,Public,Nocturnal bird
3371.png,Public,Antbird
3372.png,Public,Parrot
3373.png,Public,Other non-passerine bird
3374.png,Private,Other non-passerine bird
3375.png,Public,Other non-passerine bird
3376.png,Private,Tanager
3377.png,Public,Flycatcher
3378.png,Private,Water-associated bird
3379.png,Private,Water-associated bird
3380.png,Public,Bird of prey
3381.png,Private,Flycatcher
3382.png,Private,Flycatcher
3383.png,Private,Tanager
3384.png,Private,Other non-passerine bird
3385.png,Public,Other non-passerine bird
3386.png,Private,Flycatcher
3387.png,Public,Other non-passerine bird
3388.png,Private,Flycatcher
3389.png,Public,Parrot
3390.png,Public,Tanager
3391.png,Private,Water-associated bird
3392.png,Private,Ground bird
3393.png,Private,Flycatcher
3394.png,Private,Water-associated bird
3395.png,Public,Other non-passerine bird
3396.png,Public,Parrot
3397.png,Private,Flycatcher
3398.png,Public,Other non-passerine bird
3399.png,Public,Other non-passerine bird
3400.png,Public,Other non-passerine bird
3401.png,Private,Water-associated bird
3402.png,Private,Nocturnal bird
3403.png,Public,Other non-passerine bird
3404.png,Private,Other non-passerine bird
3405.png,Private,Other non-passerine bird
3406.png,Private,Bird of prey
3407.png,Public,Tanager
3408.png,Private,Other non-passerine bird
3409.png,Public,Flycatcher
3410.png,Private,Parrot
3411.png,Public,Other non-passerine bird
3412.png,Public,Antbird
3413.png,Private,Water-associated bird
3414.png,Private,Bird of prey
3415.png,Public,Flycatcher
3416.png,Private,Other non-passerine bird
3417.png,Public,Nocturnal bird
3418.png,Private,Water-associated bird
3419.png,Private,Parrot
3420.png,Public,Flycatcher
3421.png,Public,Nocturnal bird
3422.png,Public,Other non-passerine bird
3423.png,Private,Other non-passerine bird
3424.png,Private,Other non-passerine bird
3425.png,Private,Parrot
3426.png,Private,Antbird
3427.png,Private,Other non-passerine bird
3428.png,Public,Flycatcher
3429.png,Public,Bird of prey
3430.png,Private,Flycatcher
3431.png,Public,Flycatcher
3432.png,Public,Other non-passerine bird
3433.png,Private,Flycatcher
3434.png,Public,Tanager
3435.png,Public,Nocturnal bird
3436.png,Public,Other non-passerine bird
3437.png,Public,Bird of prey
3438.png,Private,Other non-passerine bird
3439.png,Public,Parrot
3440.png,Public,Water-associated bird
3441.png,Private,Water-associated bird
3442.png,Public,Other non-passerine bird
3443.png,Public,Other non-passerine bird
3444.png,Private,Other non-passerine bird
3445.png,Public,Antbird
3446.png,Private,Other non-passerine bird
3447.png,Public,Flycatcher
3448.png,Public,Nocturnal bird
3449.png,Public,Nocturnal bird
3450.png,Private,Antbird
3451.png,Public,Other non-passerine bird
3452.png,Public,Other non-passerine bird
3453.png,Private,Nocturnal bird
3454.png,Public,Tanager
3455.png,Private,Nocturnal bird
3456.png,Private,Water-associated bird
3457.png,Private,Water-associated bird
3458.png,Public,Water-associated bird
3459.png,Private,Flycatcher
3460.png,Private,Water-associated bird
3461.png,Public,Nocturnal bird
3462.png,Public,Bird of prey
3463.png,Public,Tanager
3464.png,Private,Water-associated bird
3465.png,Private,Water-associated bird
3466.png,Private,Flycatcher
3467.png,Public,Nocturnal bird
3468.png,Private,Other non-passerine bird
3469.png,Private,Water-associated bird
3470.png,Private,Tanager
3471.png,Private,Tanager
3472.png,Public,Parrot
3473.png,Public,Bird of prey
3474.png,Private,Bird of prey
3475.png,Private,Other non-passerine bird
3476.png,Public,Parrot
3477.png,Private,Parrot
3478.png,Private,Antbird
3479.png,Private,Nocturnal bird
3480.png,Public,Other non-passerine bird
3481.png,Private,Nocturnal bird
3482.png,Public,Bird of prey
3483.png,Private,Flycatcher
3484.png,Public,Flycatcher
3485.png,Private,Flycatcher
3486.png,Private,Flycatcher
3487.png,Public,Flycatcher
3488.png,Private,Antbird
3489.png,Private,Flycatcher
3490.png,Private,Flycatcher
3491.png,Public,Other non-passerine bird
3492.png,Private,Flycatcher
3493.png,Private,Ground bird
3494.png,Public,Tanager
3495.png,Public,Parrot
3496.png,Private,Flycatcher
3497.png,Public,Antbird
3498.png,Private,Other non-passerine bird
3499.png,Public,Bird of prey
3500.png,Public,Other non-passerine bird
3501.png,Public,Other non-passerine bird
3502.png,Private,Water-associated bird
3503.png,Public,Water-associated bird
3504.png,Private,Other non-passerine bird
3505.png,Private,Flycatcher
3506.png,Private,Water-associated bird
3507.png,Public,Flycatcher
3508.png,Public,Flycatcher
3509.png,Private,Flycatcher
3510.png,Private,Tanager
3511.png,Private,Water-associated bird
3512.png,Public,Nocturnal bird
3513.png,Public,Nocturnal bird
3514.png,Public,Flycatcher
3515.png,Public,Tanager
3516.png,Public,Other non-passerine bird
3517.png,Public,Parrot
3518.png,Private,Parrot
3519.png,Public,Other non-passerine bird
3520.png,Private,Flycatcher
3521.png,Private,Nocturnal bird
3522.png,Public,Ground bird
3523.png,Public,Nocturnal bird
3524.png,Private,Other non-passerine bird
3525.png,Public,Ground bird
3526.png,Private,Ground bird
3527.png,Private,Flycatcher
3528.png,Public,Tanager
3529.png,Private,Parrot
3530.png,Private,Water-associated bird
3531.png,Private,Ground bird
3532.png,Public,Flycatcher
3533.png,Private,Other non-passerine bird
3534.png,Private,Water-associated bird
3535.png,Private,Flycatcher
3536.png,Public,Parrot
3537.png,Private,Flycatcher
3538.png,Private,Water-associated bird
3539.png,Private,Flycatcher
3540.png,Public,Tanager
3541.png,Public,Ground bird
3542.png,Public,Flycatcher
3543.png,Private,Flycatcher
3544.png,Private,Nocturnal bird
3545.png,Private,Other non-passerine bird
3546.png,Public,Flycatcher
3547.png,Private,Tanager
3548.png,Public,Other non-passerine bird
3549.png,Private,Water-associated bird
3550.png,Public,Antbird
3551.png,Private,Water-associated bird
3552.png,Public,Nocturnal bird
3553.png,Public,Antbird
3554.png,Private,Parrot
3555.png,Public,Antbird
3556.png,Public,Other non-passerine bird
3557.png,Public,Tanager
3558.png,Public,Other non-passerine bird
3559.png,Public,Tanager
3560.png,Private,Antbird
3561.png,Private,Other non-passerine bird
3562.png,Public,Bird of prey
3563.png,Public,Ground bird
3564.png,Private,Ground bird
3565.png,Public,Bird of prey
3566.png,Public,Water-associated bird
3567.png,Private,Bird of prey
3568.png,Private,Water-associated bird
3569.png,Public,Antbird
3570.png,Private,Antbird
3571.png,Public,Antbird
3572.png,Public,Parrot
3573.png,Public,Parrot
3574.png,Private,Flycatcher
3575.png,Public,Flycatcher
3576.png,Private,Water-associated bird
3577.png,Public,Water-associated bird
3578.png,Public,Nocturnal bird
3579.png,Public,Flycatcher
3580.png,Public,Water-associated bird
3581.png,Private,Bird of prey
3582.png,Private,Bird of prey
3583.png,Public,Bird of prey
3584.png,Private,Water-associated bird
3585.png,Public,Bird of prey
3586.png,Private,Water-associated bird
3587.png,Public,Water-associated bird
3588.png,Public,Flycatcher
3589.png,Private,Tanager
3590.png,Public,Nocturnal bird
3591.png,Public,Nocturnal bird
3592.png,Private,Flycatcher
3593.png,Private,Antbird
3594.png,Public,Antbird
3595.png,Private,Tanager
3596.png,Private,Other non-passerine bird
3597.png,Private,Flycatcher
3598.png,Private,Flycatcher
3599.png,Public,Flycatcher
3600.png,Public,Tanager
3601.png,Private,Flycatcher
3602.png,Public,Nocturnal bird
3603.png,Private,Flycatcher
3604.png,Private,Ground bird
3605.png,Private,Parrot
3606.png,Public,Bird of prey
3607.png,Public,Tanager
3608.png,Public,Flycatcher
3609.png,Public,Parrot
3610.png,Private,Water-associated bird
3611.png,Public,Other non-passerine bird
3612.png,Private,Bird of prey
3613.png,Public,Antbird
3614.png,Private,Bird of prey
3615.png,Private,Flycatcher
3616.png,Public,Flycatcher
3617.png,Public,Parrot
3618.png,Private,Tanager
3619.png,Public,Water-associated bird
3620.png,Private,Flycatcher
3621.png,Public,Nocturnal bird
3622.png,Private,Flycatcher
3623.png,Private,Bird of prey
3624.png,Private,Other non-passerine bird
3625.png,Private,Other non-passerine bird
3626.png,Private,Flycatcher
3627.png,Public,Water-associated bird
3628.png,Private,Nocturnal bird
3629.png,Private,Flycatcher
3630.png,Private,Nocturnal bird
3631.png,Private,Nocturnal bird
3632.png,Public,Antbird
3633.png,Private,Nocturnal bird
3634.png,Private,Flycatcher
3635.png,Private,Water-associated bird
3636.png,Private,Flycatcher
3637.png,Private,Flycatcher
3638.png,Public,Other non-passerine bird
3639.png,Public,Water-associated bird
3640.png,Public,Nocturnal bird
3641.png,Private,Nocturnal bird
3642.png,Private,Bird of prey
3643.png,Private,Flycatcher
3644.png,Private,Tanager
3645.png,Private,Flycatcher
3646.png,Private,Water-associated bird
3647.png,Private,Parrot
3648.png,Public,Nocturnal bird
3649.png,Private,Nocturnal bird
3650.png,Public,Water-associated bird
3651.png,Public,Flycatcher
3652.png,Public,Nocturnal bird
3653.png,Public,Water-associated bird
3654.png,Private,Parrot
3655.png,Public,Nocturnal bird
3656.png,Public,Other non-passerine bird
3657.png,Public,Nocturnal bird
3658.png,Public,Bird of prey
3659.png,Public,Nocturnal bird
3660.png,Private,Parrot
3661.png,Private,Flycatcher
3662.png,Public,Bird of prey
3663.png,Private,Nocturnal bird
3664.png,Private,Bird of prey
3665.png,Private,Flycatcher
3666.png,Private,Other non-passerine bird
3667.png,Public,Flycatcher
3668.png,Public,Tanager
3669.png,Public,Parrot
3670.png,Public,Other non-passerine bird
3671.png,Public,Antbird
3672.png,Private,Flycatcher
3673.png,Private,Nocturnal bird
3674.png,Private,Antbird
3675.png,Private,Nocturnal bird
3676.png,Private,Nocturnal bird
3677.png,Public,Flycatcher
3678.png,Private,Other non-passerine bird
3679.png,Private,Bird of prey
3680.png,Private,Flycatcher
3681.png,Private,Antbird
3682.png,Public,Water-associated bird
3683.png,Private,Other non-passerine bird
3684.png,Private,Water-associated bird
3685.png,Private,Bird of prey
3686.png,Private,Other non-passerine bird
3687.png,Public,Nocturnal bird
3688.png,Public,Flycatcher
3689.png,Public,Nocturnal bird
